Text,Verdict
ThereÃ¢â‚¬â„¢s been opportunity to do so but this administration has failed to do it.,-1
"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle.",-1
We've seen progress over the past several years.,1
"Look, we, no matter what, we've got to cut spending.",-1
But what she doesn't say is that tens of thousands of people that are unbelievably happy and that love me.,-1
"And then as a last resort only, continue to use atomic power.",-1
"It looks like a bombed-out city - great, gaunt skeletons of buildings.",-1
I don't think we can do that for a few years.,-1
And we can't do what Senator Obama wants to do.,-1
"And you knew that if the Russians themselves were trying to obtain some of these territories or push back against Georgia, that that was not a stable situation.",-1
Whether it be fighting for an HMO patient's bill of rights.,-1
I supported it because ethnic cleansing and genocide was taking place there.,0
We can do better than that.,-1
"With the American military forces nearby and in the field, we didn't use the best trained troops in the world to go kill the world's number one criminal and terrorist.",0
I believe it my responsibility as the leader of the Democratic party in 1960 to try to warn the American people that in this crucial time we can no longer afford to stand still.,-1
"Look, this is a funding crisis all around the country.",1
We've got home ownership at a 15-year high.,1
"Makes you feel real good to hear that, right?",-1
"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.",1
"I've also suggested that there are weapons systems that we should proceed on, and I've outlined those in detail.",0
"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.",-1
"We're increasing defense reasonably -- not too much, but we are increasing defense some -- because we want to be prepared in case somebody here gets called up, Jason.",1
You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments.,1
"He noted a few, but there are others.",-1
"Now, if won't be, General Waller would be -- you say, why do you keep picking military people.",-1
"And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation.",1
"As far as health care is concerned, obviously, everyone is struggling to make sure that they can afford their premiums and that they can have affordable and available health care.",-1
"It has stood for a strong foreign policy and a strong national defense, and as a result, produced Wilson, President Roosevelt, and President Truman.",0
