Sentence_id,Text,Verdict,Cleaned
12161,But it's the right move not to join a foreign court that could -- where our people could be prosecuted.,-1,right move join foreign court could peopl could prosecut
12162,My opponent is for joining the International Criminal Court.,1,oppon join intern crimin court
12163,"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",-1,think tri popular kind global sens best interest make sens
12164,I'm interested in working with our nations and do a lot of it.,-1,interest work nation lot
12165,But I'm not going to make decisions that I think are wrong for America.,-1,go make decis think wrong america
12166,"North Korea, first, I do.",-1,north korea first
12167,Let me say -- I certainly hope so.,-1,let say certainli hope
12168,"Before I was sworn in, the policy of this government was to have bilateral negotiations with North Korea.",1,sworn polici govern bilater negoti north korea
12169,And we signed an agreement with North Korea that my administration found out that was not being honored by the North Koreans.,1,sign agreement north korea administr found honor north korean
12170,"And so I decided that a better way to approach the issue was to get other nations involved, just besides us.",-1,decid better way approach issu get nation involv besid us
12171,"And in Crawford, Texas, Jiang Zemin and I agreed that the nuclear-weapons-free peninsula, Korean Peninsula, was in his interest and our interest and the world's interest.",1,crawford texa jiang zemin agre nuclear weapon free peninsula korean peninsula interest interest world interest
12172,"And so we began a new dialogue with North Korea, one that included not only the United States, but now China.",0,began new dialogu north korea one includ unit state china
12173,"And China's a got a lot of influence over North Korea, some ways more than we do.",1,china got lot influenc north korea way
12174,"As well, we included South Korea, Japan and Russia.",0,well includ south korea japan russia
12175,"So now there are five voices speaking to Kim Jong Il, not just one.",1,five voic speak kim jong il one
12176,"And so if Kim Jong Il decides again to not honor an agreement, he's not only doing injustice to America, he'd be doing injustice to China, as well.",-1,kim jong il decid honor agreement injustic america would injustic china well
12177,And I think this will work.,-1,think work
12178,It's not going to work if we open up a dialogue with Kim Jong Il.,-1,go work open dialogu kim jong il
12179,"He wants to unravel the six- party talks, or the five-nation coalition that's sending him a clear message.",-1,want unravel six parti talk five nation coalit send clear messag
12180,"On Iran, I hope we can do the same thing, continue to work with the world to convince the Iranian mullahs to abandon their nuclear ambitions.",-1,iran hope thing continu work world convinc iranian mullah abandon nuclear ambit
12181,"We worked very closely with the foreign ministers of France, Germany and Great Britain, who have been the folks delivering the message to the mullahs that if you expect to be part of the world of nations, get rid of your nuclear programs.",1,work close foreign minist franc germani great britain folk deliv messag mullah expect part world nation get rid nuclear program
12182,There's a special protocol recently been passed that allows for inspections.,1,special protocol recent pass allow inspect
12183,I hope we can do it.,-1,hope
12184,And we've got a good strategy.,-1,got good strategi
12185,"With respect to Iran, the British, French, and Germans were the ones who initiated an effort without the United States, regrettably, to begin to try to move to curb the nuclear possibilities in Iran.",1,respect iran british french german one initi effort without unit state regrett begin tri move curb nuclear possibl iran
12186,I believe we could have done better.,-1,believ could done better
12187,"I think the United States should have offered the opportunity to provide the nuclear fuel, test them, see whether or not they were actually looking for it for peaceful purposes.",-1,think unit state offer opportun provid nuclear fuel test see whether actual look peac purpos
12188,"If they weren't willing to work a deal, then we could have put sanctions together.",-1,will work deal could put sanction togeth
12189,"With respect to North Korea, the real story: We had inspectors and television cameras in the nuclear reactor in North Korea.",1,respect north korea real stori inspector televis camera nuclear reactor north korea
12190,Secretary Bill Perry negotiated that under President Clinton.,1,secretari bill perri negoti presid clinton
12191,And we knew where the fuel rods were.,1,knew fuel rod
