Sentence_id,Text,Verdict
12911,"He wanted to give us this big system, that took over about one-seventh of the economy, that put on price controls, created all these state alliances, and would cost $1.5 trillion and force people into managed care, whether they wanted it or not.",1
12912,Most people want to see their own doctor.,-1
12913,They're going to see their own doctor when Bob Dole is president.,-1
12914,"So we passed the Kassebaum-Kennedy, the Kennedy Kassebaum bill that will cover about 20 to 25 million people.",1
12915,"We've been for that for four, five, six years.",0
12916,The President held it up.,1
12917,"And even when it finally got near passage, Senator Kennedy held it up for 100 days, because he wasn't satisfied with one provision.",1
12918,But it will cover preexisting conditions.,1
12919,"If you change your job, you're going to be covered.",1
12920,"So there are a lot of good things in this bill we should have done instead of trying this massive, massive takeover by the Federal government.",-1
12921,But then of course we had a Democratic Congress and they didn't want to do that.,-1
12922,"Until we got a Republican Congress, we finally got action, I'm proud of my colleagues in the Republican Party for getting that done.",1
12923,It means a lot to a lot of people watching us tonight.,0
12924,"Well, that sounds very good, but it's very wrong.",-1
12925,"Senator Dole remembers well that we actually offered not to even put in a healthcare bill in 1994, uh '93, but instead to work with the Senate Republicans and write a joint bill.",1
12926,And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.,-1
12927,"Well, maybe we bit off more than we could chew, but we're pursuing a step-by-step reform now.",-1
12928,The Kennedy-Kassebaum bill that I signed will make it possible for 25 million people to keep their health insurance when they change jobs or when somebody in their family's been sick.,1
12929,I signed a bill to stop these drive-by deliveries when insurance companies can force people out of the hospital after 24 hours and I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.,1
12930,"Well, many of the provisions in the Kassebaum bill were provisions that -- my provisions, like deductions for long-term care, making certain that self-employed people that are watching tonight can deduct not 30 percent but 80 percent of you pay for premiums.",1
12931,"You can also deduct long-term care now, so it's a good it's a good start.",-1
12932,"I think there's enough -- we're even looking at our tax cut proposal, our economic package.",-1
12933,"There may be a way of reaching out to the uninsured, because there are a lot of uninsured people in the country, particularly children, that should be covered.",-1
12934,Another way you can do is to expand Medicaid.,-1
12935,"In America no one will go without healthcare, no one will go without food.",-1
12936,"Well, I believe that we did the appropriate thing under the circumstances.",-1
12937,"Saddam Hussein is under a U.N. resolution not to threaten his neighbors or threaten his own, repress his own citizens.",1
12938,"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.",1
12939,"What happened was one of the Turkish, one of the Kurdish leaders invited him to go up north, but we felt since the whole world community had told him not to do it, that once he did it we had to do something.",1
12940,We did not feel that I could commit.,-1
12941,"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.",-1
12942,So the appropriate thing strategically to do was to reduce his ability to threaten his neighbors.,-1
12943,We did that by expanding what's called the no-fly zone by increasing our allies' control of the air space now from the Kuwait border to the suburbs of Baghdad.,1
12944,Was it the right thing to do?,-1
12945,Did it make him withdraw from the north?,-1
12946,"Well, he does , he has a little bit, and I hope he will continue.",-1
12947,We have learned that you give him an inch he'll take a mile.,-1
12948,"We had to do something, and even though not all of our allies supported it at first, I think most of them now believe that what we did was an appropriate thing to do.",-1
12949,"Well, the president's own CIA director says Saddam is stronger now than he was.",1
12950,I don't understand extending the no-fly zone in the south when the trouble was in the north.,-1
12951,"And what we've done during the Bush administration, the Kurds were at the State Department, negotiating, trying to work their differences out.",1
